name,industry,sector,headquarters,founded
admie,utilities,electricity,athens,2012
aegean airlines,consumer services,travel & leisure,athens,1987
aegean motorway sa,industrials,transportation services,athens,2007
aegean speed lines,industrials,marine transportation,glyfada,2005
aegek sa,industrials,heavy construction,marousi,1949
aeolian investment fund sa,financials,financial services,athens,1992
air mediterranean,consumer services,airlines,athens,2017
alfa-beta vassilopoulos,consumer services,food retailers,athens,1939
allatini,consumer goods,food products,thessaloniki,1858
alpha bank,financials,banks,athens,1879
alpha records,consumer services,media,athens,1987
alpha tv,consumer services,media,athens,1996
alumil aluminium industry sa,basic materials,industrial metals & mining,kilkis,1988
aluminium of greece,basic materials,industrial metals & mining,marousi,1960
amjet executive,consumer services,travel & leisure,athens,2009
anek lines,industrials,industrial transportation,chania,1967
ant1 group,consumer services,media,athens,1989
ant1,consumer services,media,athens,1989
arapian,consumer goods,food products,athens,1935
arcadia shipmanagement,industrials,marine transportation,athens,1998
archirodon,industrials,heavy construction,dordrecht,1959
atcom,technology,software & computer,athens,1997
athens exchange,financials,equity investment,athens,1876
athens international airport sa,consumer services,travel & leisure,athens,1996
athens-macedonian news agency,consumer services,media,athens,2008
athens mass transit system,consumer services,travel & tourism,athens,1993
athens metro,consumer services,travel & leisure,athens,1869
atlas maritime,industrials,marine transportation,athens,2004
attica bank,financials,banks,athens,1925
attica group,industrials,marine transportation,athens,1918
attiki odos consortium,industrials,transportation services,athens,1996
aventurine sa,technology,video game industry,athens,2003
avin international,industrials,marine transportation,maroussi,1977
bank of greece,financials,banks,athens,1928
barbastathis,consumer services,food & beverages,thessaloniki,1969
bazaar,consumer services,food retailers,athens,-
beat,consumer services,transportation networking,athens,2011
berios,industrials,heavy construction,athens,1984
bioman,consumer goods,industrial parts,tavros,1976
black lotus records,consumer services,media,athens,1998
bluebird airways,consumer services,airlines,heraklion,2008
blue star ferries,industrials,marine transportation,athens,2000
centric multimedia,consumer services,multimedia,athens,1995
ceres hellenic shipping enterprises,industrials,marine transportation,pireus,1949
cereteth,technology,research,volos,2006
chalkis shipyards aulida,industrials,heavy construction,chalkis,1971
chipita,food & beveradges,food & beveradges,athens,1973
coca-cola hellenic bottling company,consumer services,food & beverages,zug,1969
coffee island,consumer services,restaurants & bars,patras,1999
compupress,consumer services,publishing,athens,1982
consolidated contractors company,industrials,heavy construction,athens,1952
cosmote,telecommunications,mobile telecommunications,athens,1998
costamare,industrials,marine transportation,monaco,1975
depa,oil & gas,exploration & production,athens,1988
desfa,oil & gas,exploration & production,chalandri,2007
diana,consumer goods,automobiles & parts,tavros,1976
digea,broadcast,digital provider,athens,2009
digital union,consumer services,media,athens,2008
dodekanisos seaways,industrials,marine transportation,rhodes,1990
dryships inc,industrials,marine transportation,athens,2004
eas,industrials,defense,athens,2004
egnatia odos sa,industrials,transportation services,athens,1997
elco,consumer goods,household goods,lykovrysi,1960
epsa,consumer goods,soft drinks,pilio,1924
elefsis shipyards,industrials,heavy construction,eleusis,1962
elfe,basic materials,speciality chemicals,athens,1961
ellaktor,industrials,heavy construction,kifissia,1977
ellinair,consumer services,airlines,thessaloniki,2013
energean oil & gas,oil & gas,exploration & production,maroussi,2007
open tv,consumer services,broadcasting & entertainment,koropi,1990
eskimo feidakis group,consumer goods,household goods,athens,1958
estia newspaper sa,consumer services,media,athens,1876
etem,basic materials,aluminium,athens,1971
eurobank ergasias,financials,banks,athens,1990
european reliance,financials,full line insurance,athens,1977
european seaways,industrials,marine transportation,athens,1990
euroseas,industrials,marine transportation,maroussi,1917
evga sa,consumer goods,food products,athens,1934
eydap,utilities,water,galatsi,1980
fage,consumer services,food & beverages,strassen,1926
fast ferries,industrials,marine transportation,piraeus,1998
flocafe,consumer services,restaurants & bars,athens,1994
finos film,consumer services,film production,athens,1943
fix brewery,consumer goods,brewers,athens,1864
folli follie,consumer goods,clothing & accessories,athens,1982
forthnet,telecommunications,fixed line telecom.,athens,1995
frigoglass,industrial,commercial refrigeration,kifissia,1993
gainjet aviation,consumer services,airlines,athens,2006
galaxias,consumer services,food retailers,athens,1982
gek terna,industrials,heavy construction,athens,1969
germanos group,industrials,electrical components,athens,1980
golden star ferries,industrials,marine transportation,andros,2011
goody's burger house,consumer services,travel & leisure,athens,1975
grecotel,consumer services,hospitality,rethymno,-
greek internet exchange,technology,internet,athens,2009
a lange & sohne,consumer goods,clothing & accessories,glashutte,1845
aareal bank,financials,banks,wiesbaden,1922
adidas,consumer goods,clothing & accessories,herzogenaurach,1924
aldi,consumer services,food retailers & wholesalers,essen,1913
allianz,financials,full line insurance,munich,1890
alpina,consumer goods,automobiles,buchloe,1965
altana,basic materials,speciality chemicals,wesel,1977
aral ag,consumer services,specialty retailers,bochum,1898
arag se,financials,full line insurance,dusseldorf,1935
arburg,industrials,industrial machinery,loburg,1923
arcandor,consumer services,broadline retailers,essen,1999
arcor,telecommunications,fixed line telecommunications,eschborn,1996
armedangels,consumer goods,clothing & accessories,cologne,2007
audi,consumer goods,automobiles,ingolstadt,1910
august storck,consumer goods,food products,berlin,1903
aurubis,basic materials,nonferrous metals,hamburg,2008
auto union,consumer goods,automobiles,neckarsulm,1932
axel springer ag,consumer services,publishing,berlin,1946
b braun,health care,pharmaceuticals,melsungen,1839
babelsberg studio,consumer services,broadcasting & entertainment,potsdam,1912
bahlsen,consumer goods,food products,hanover,1889
basf,basic materials,speciality chemicals,ludwigshafen,1865
bavaria film studios,consumer services,broadcasting & entertainment,grunwald,1919
bayer,health care,pharmaceuticals,leverkusen,1863
baywa,consumer goods,farming & fishing,munich,1923
bbs kraftfahrzeugtechnik,consumer goods,auto parts,schiltach,1970
bechtle,technology,software,neckarsulm,1983
beck's brewery,consumer goods,brewers,bremen,1873
behr gmbh & co kg,industrials,industrial suppliers,stuttgart,1905
behringer,consumer goods,consumer electronics,willich,1989
beiersdorf,consumer goods,personal products,hamburg,1882
bellevue investments,technology,software,berlin,1993
benecke-kaliko,industrials,industrial suppliers,hanover,1718
bertelsmann,consumer services,broadcasting & entertainment,gutersloh,1835
beyerdynamic,consumer goods,consumer electronics,heilbronn,1924
bilfinger,industrials,heavy construction,mannheim,1880
birkenstock,consumer goods,clothing & accessories,neustadt,1774
bitburger brewery,consumer goods,brewers,bitburg,1817
biontech,healthcare,vaccine,mainz,2008
blohmvoss,industrials,commercial vehicles & trucks,hamburg,1877
bmg rights management,consumer services,broadcasting & entertainment,berlin,2008
bmw,consumer goods,automobiles,munich,1916
boehringer ingelheim,health care,pharmaceuticals,ingelheim am rhein,1885
bomag,industrials,commercial vehicles & trucks,boppard,1957
brabus,consumer services,specialty retailers,bottrop,1977
braun,consumer goods,personal products,kronberg,1921
brenntag,basic materials,commodity chemicals,mulheim,1874
c bechstein,consumer goods,recreational products,berlin,1853
c illies & co,industrials,business support services,hamburg,1859
carl walther gmbh,industrials,defense,ulm,1886
carl zeiss ag,health care,medical equipment,oberkochen,1846
curevac,health care,vaccine,tubingen,2000
celesio,health care,pharmaceuticals,stuttgart,1835
cinestar,consumer services,recreational services,lubeck,1948
circus krone,consumer services,broadcasting & entertainment,munich,1905
claas,industrials,commercial vehicles & trucks,harsewinkel,1913
commerzbank,financials,banks,frankfurt,1870
condor flugdienst,consumer services,airlines,frankfurt,1955
continental ag,industrials,industrial suppliers,hanover,1871
covestro,basic materials,speciality chemicals,leverkusen,2015
daimler ag,consumer goods,automobiles,stuttgart,2007
dba,consumer services,airlines,munich,1992
delton,conglomerates,-,bad homburg vor der hohe,1989
deutsche bahn,industrials,railroads,berlin,1994
deutsche bank,financials,banks,frankfurt,1870
deutsche borse,financials,investment services,frankfurt,1992
deutsche grammophon,consumer goods,broadcasting & entertainment,hanover,1898
deutsche messe,consumer services,recreational services,hanover,1947
deutsche pfandbriefbank,financials,banks,unterschleiheim,2015
deutsche post,industrials,delivery services,bonn,1995
deutsche telekom,telecommunications,fixed line telecommunications,bonn,1995
deutsche vermogensberatung,financials,asset managers,frankfurt,1975
deutz ag,industrials,industrial machinery,cologne,1864
dhl express,industrials,delivery services,bonn,1969
dieffenbacher,industrials,industrial machinery,eppingen,1873
diehl aerospace,industrials,aerospace,uberlingen,2006
diehl defence,industrials,defense,uberlingen,2004
diehl metall,industrials,industrial machinery,rothenbach an der pegnitz,1938
diezel,consumer goods,recreational products,bad steben,1994
djshop,consumer services,broadcasting & entertainment,vachendorf,1993
accor,consumer services,hospitality,paris,1967
aeropostale,consumer services,airlines,toulouse,1918
aerospatiale-matra,industrials,defense,paris,1999
air france,consumer services,airlines,tremblay-en-france,1933
air franceklm,consumer services,airlines,tremblay-en-france,2004
airbus,industrials,aerospace,toulouse,1970
air liquide,industrial,chemical,paris,1902
alcatel-lucent,technology,telecommunications equipment,boulogne-billancourt,2006
ales groupe,consumer goods,personal products,paris,1969
alstom,industrials,railroads,saint-ouen,1928
altran,industrials,business support services,paris,1982
amaury sport organisation,consumer services,recreational services,issy-les-moulineaux,1992
arianegroup,industrials,aerospace & defense,issy-les-moulineaux,2015
arianespace,industrials,aerospace,courcouronnes,1980
arkane studios,technology,software,lyon,1999
arte,consumer services,broadcasting & entertainment,strasburg,1991
astrium,industrials,aerospace,paris,2006
at internet,technology,internet,bordeaux,1995
atari sa,technology,software,paris,1983
atisreal,financials,real estate services,levallois-perret,2003
atos,technology,software,bezons,1988
auchan,consumer services,food retailers & wholesalers,croix,1961
axa,financials,full line insurance,paris,1817
babolat,consumer goods,recreational products,lyon,1875
baccarat,consumer goods,durable household products,paris,1764
banijay,consumer services,broadcasting & entertainment,paris,2008
banque de l'indochine,financials,banks,paris,1875
bel group,consumer goods,food products,paris,1865
bnp paribas,financials,banks,paris,1848
bollore,industrials,delivery services,puteaux,1822
bonduelle,consumer goods,food products,villeneuve d'ascq,1853
bouygues telecom,telecommunications,mobile telecommunications,paris,1994
bouygues,conglomerates,-,paris,1952
brittany ferries,industrials,marine transportation,roscoff,1972
bugatti automobiles,consumer goods,automobiles,molsheim,1998
canal,consumer services,broadcasting & entertainment,issy-les-moulineaux,1984
capgemini,industrials,business support services,paris,1967
carrefour,consumer services,food retailers & wholesalers,boulogne-billancourt,1958
cartier,consumer goods,clothing & accessories,saint-ouen,1847
celio,consumer services,apparel retailers,paris,1978
chanel,consumer goods,clothing & accessories,neuilly-sur-seine,1909
chantelle,consumer goods,clothing & accessories,cachan,1876
christian dior se,consumer goods,clothing & accessories,paris,1946
citroen,consumer goods,automobiles,rueil-malmaison,1919
cma cgm,industrials,delivery services,marseille,1978
com one group,technology,telecommunications equipment,cestas,1987
credit agricole,financials,banks,montrouge,1894
credit commercial de france,financials,banks,paris,1894
credit mutuel,financials,banks,paris,1882
conforama,consumer services,retail,saint-priest,1967
credit foncier de france,financials,banks,charenton-le-pont,1852
credit lyonnais,financials,banks,paris,1863
criteo,technology,internet,paris,2005
da,consumer goods,food products,paris,1919
dassault aviation,industrials,defense,paris,1929
dassault systemes,technology,software,velizy-villacoublay,1981
debacq & cie,consumer goods,clothing & accessories,paris,1812
decathlon,consumer goods,clothing & accessories,villeneuve-d'ascq,1976
dexia,financials,banks,paris,1996
diptyque,consumer goods,personal products,paris,1961
edenred,industrials,specialized consumer services,paris,2010
editions philippe amaury,consumer services,publishing,boulogne-billancourt,1944
eisenberg paris,consumer goods,personal products,paris,2000
electricite de france,utilities,conventional electricity,paris,1946
elf aquitaine,oil & gas,exploration & production,courbevoie,1967
engie,utilities,electricity generation,la defense,2008
essilorluxottica,health care,health care equipment,charenton-le-pont,1849
eutelsat,telecommunications,mobile telecommunications,paris,1977
fnac,consumer services,specialty retailers,ivry-sur-seine,1954
framatome,nuclear industries,nuclear engineering,courbevoie,1958
free,telecommunications,fixed line telecommunications,paris,1999
galeries lafayette,consumer services,broadline retailers,paris,1912
gameloft,technology,software,paris,2000
gandi,technology,internet,paris,1999
gaumont,consumer services,broadcasting & entertainment,neuilly-sur-seine,1895
genset,health care,biotechnology,paris,1989
getlink,industrials,transportation services,paris,1986
groupe bpce,financials,banks,paris,2009
groupe bull,technology,computer hardware,les clayes-sous-bois,1931
groupe casino,consumer services,broadline retailer,saint-etienne,1898
hachette,consumer services,publishing,paris,1826
hachette filipacchi medias,consumer services,publishing,paris,1826
havas,consumer services,media agencies,paris,1968
hermes,consumer goods,clothing & accessories,paris,1837
hutchinson sa,industrials,diversified industrials,paris,1853
iliad sa,telecommunications,fixed line telecommunications,paris,1990
jcdecaux,industrials,electronic equipment,neuilly-sur-seine,1964
keolis,consumer services,travel & tourism,paris,2001
kering,consumer goods,clothing & accessories,paris,1963
la poste,industrials,delivery services,paris,1991
laboratoires pierre fabre,health care,pharmaceuticals,paris,1951
lacoste,consumer goods,clothing & accessories,troyes,1933
lactalis,consumer goods,food products,laval,1933
lafarge,industrials,building materials & fixtures,paris,1833
lafuma,consumer goods,recreational products,paris,1930
lagardere group,consumer services,broadcasting & entertainment,paris,1922
lancome,consumer goods,personal products,paris,1935
le coq sportif,consumer goods,clothing & accessories,entzheim,1882
le zebre,consumer goods,automobiles,suresnes,1907
l'oreal,consumer goods,personal products,clichy,1909
louis vuitton,consumer goods,clothing & accessories,paris,1854
lvmh,consumer goods,clothing & accessories,paris,1987
mandriva,technology,software,paris,1995
manuloc,industrials,logistics,metz,1964
maritima ferries,industrials,marine transportation,marseille,1969
matra marconi space,industrials,aerospace,toulouse,1996
matra,consumer goods,automobiles,romorantin-lanthenay,1964
mavic,consumer goods,recreational products,annecy,1889
mc2 france,technology,software,montrouge,1985
michelin,consumer goods,tires,clermont-ferrand,1889
microids,technology,software,montreuil,1984
montagut,consumer goods,clothing & accessories,saint-sauveur-de-montagut,1880
moonscoop group,consumer services,broadcasting & entertainment,paris,2003
naval group,industrials,defense,paris,1631
nicox,health care,pharmaceuticals,valbonne,1996
norauto,consumer goods,auto parts,lesquin,1970
orange sa,telecommunications,mobile telecommunications,paris,1988
orano,nuclear industries,nuclear cycle,courbevoie,2017
oxbow,consumer goods,recreational products,merignac,1985
parrot sa,industrials,diversified industrials,paris,1994
pathe,consumer services,broadcasting & entertainment,paris,1896
pentalog,industrials,business support services,orleans,1993
pernod ricard,consumer goods,distillers & vintners,paris,1975
peugeot,consumer goods,automobiles,rueil-malmaison,1810
psa group,consumer goods,automobiles,rueil-malmaison,1976
publicis,industrials,business support services,paris,1926
quantic dream,technology,software,paris,1997
ratp group,consumer services,travel & tourism,paris,1948
renault,consumer goods,automobiles,boulogne-billancourt,1899
rexel,industrials,electrical components & equipment,paris,1967
rhodia,basic materials,specialty chemicals,la defense,1998
rhone-poulenc,basic materials,specialty chemicals,paris,1928
safran,industrials,aerospace,paris,2005
sagem,technology,telecommunications equipment,paris,1924
saint-gobain,industrials,building materials & fixtures,la defense,1665
salomon group,consumer goods,recreational products,epagny-metz-tessy,1947
sanofi,health care,pharmaceuticals,paris,2004
schneider electric,industrials,electrical components & equipment,rueil-malmaison,1836
sdv international logistics,industrials,delivery services,puteaux,1885
sephora,consumer services,specialty retailers,paris,1969
servier,health care,pharmaceuticals,suresnes,1954
sfr,telecommunications,fixed line telecommunications,paris,1987
sigfox,technology,telecommunications equipment,labege,2009
sncf,consumer services,travel & tourism,saint-denis,1938
snecma,industrials,aerospace,courcouronnes,1945
societe bic,consumer goods,nondurable household products,clichy,1945
societe generale,financials,banks,la defense,1864
sodexo,industrials,specialized consumer services,issy-les-moulineaux,1966
sogeti,technology,software,paris,2002
sopra steria,technology,software,annecy,1968
suez,utilities,multiutilities,paris,1997
technicolor sa,consumer services,broadcasting & entertainment,issy-les-moulineaux,1893
technip,industrials,business support services,paris,1958
tf1 group,consumer services,broadcasting & entertainment,boulogne-billancourt,1987
thales group,industrials,aerospace,la defense,2000
thomson-csf,industrials,defense,paris,1879
totalenergies,oil & gas,integrated oil & gas,courbevoie,1924
ubisoft,technology,software,rennes,1986
veolia,utilities,water,paris,1853
vinci sa,industrials,heavy construction,rueil-malmaison,1899
vivendi,consumer services,broadcasting & entertainment,paris,1853
waterman,consumer goods,nondurable household products,paris,1884
yoplait,consumer goods,food products,boulogne-billancourt,1965
ahlstrom,basic materials,basic resources,helsinki,1851
aktia bank,financials,banks,helsinki,1991
alko,consumer services,specialty retailers,helsinki,1932
alma media,consumer services,publishing,helsinki,1849
altia,consumer goods,distillers & vintners,helsinki,1999
amer sports,consumer goods,recreational products,helsinki,1950
bank of aland,financials,banks,mariehamn,1919
basware,technology,software,espoo,1985
bittium,consumer goods,consumer electronics,oulu,1985
cargotec,industrials,transportation services,helsinki,2005
codenomicon,technology,software,oulu,2001
dna oyj,telecommunications,mobile telecommunications,helsinki,2000
eckero line,industrials,marine transportation,helsinki,1995
eks,consumer goods,consumer electronics,espoo,1955
elisa,telecommunications,fixed line telecommunications,helsinki,1882
fazer,consumer services,restaurants & bars,helsinki,1891
fingrid,utilities,conventional electricity,helsinki,1996
finnair,consumer services,airlines,vantaa,1923
finnlines,industrials,marine transportation,helsinki,1947
fiskars,consumer goods,durable household products,helsinki,1649
fortum,utilities,alternative electricity,espoo,1998
f-secure,technology,software,helsinki,1988
hartwall,consumer goods,soft drinks,helsinki,1836
hesburger,consumer services,retail,turku,1966
hkscan,consumer goods,restaurants & bars,turku,1913
holvi,financials,banking,helsinki,2011
huhtamaki,industrials,containers & packaging,espoo,1920
kemira,basic materials,specialty chemicals,helsinki,1920
kemppi,industrials,business support services,lahti,1949
kesko,consumer services,broadline retailers,helsinki,1940
kone,industrials,industrial machinery,helsinki,1910
konecranes,industrials,industrial machinery,hyvinkaa,1994
kotipizza,consumer services,restaurants & bars,helsinki,1987
lemminkainen group,industrials,heavy construction,helsinki,1910
marimekko,consumer goods,clothing & accessories,helsinki,1951
metsa group,basic materials,paper,helsinki,1947
metso,industrials,business support services,helsinki,1999
neste,oil & gas,exploration & production,espoo,1948
nokia,industrials,telecommunications equipment,espoo,1865
nokia networks,technology,telecommunications equipment,espoo,2007
nokian jalkineet,consumer goods,footwear,helsinki,1898
nokian tyres,consumer goods,automobiles,nokia,1932
olvi,consumer goods,soft drinks,helsinki,1878
op financial group,financials,financial services,helsinki,1891
orion corporation,health care,pharmaceuticals,espoo,1917
outokumpu,basic materials,iron & steel,helsinki,1932
outotec,industrials,business support services,espoo,2006
patria,industrials,defense,helsinki,1997
planmeca,health care,medical equipment,helsinki,1971
pohjolan voima,utilities,alternative electricity,helsinki,1943
polar electro,consumer goods,recreational products,kempele,1977
ponsse corporation,industrials,commercial vehicles & trucks,vierema,1970
posiva,industrials,waste & disposal services,eurajoki,1995
posti group,logistics,delivery services,helsinki,1638
poyry,industrials,business support services,vantaa,1958
process vision,technology,business support services,helsinki,1993
raisio group,consumer goods,food products,raisio,1939
rautaruukki,industrials,building materials & fixtures,helsinki,1960
rovio entertainment,technology,software,espoo,2003
s group,consumer services,hotels,helsinki,1904
sampo group,financials,full line insurance,helsinki,1909
sanoma,consumer services,publishing,helsinki,1999
silja line,industrials,marine transportation,helsinki,1957
sisu auto,industrials,commercial vehicles & trucks,helsinki,1931
solidium,financials,investment services,helsinki,2008
ssh communications security,technology,software,helsinki,1995
st1,oil & gas,exploration & production,helsinki,1995
stenfors,industrials,heavy construction,oulu,1969
stockmann,consumer services,broadline retailers,helsinki,1862
stonesoft corporation,technology,software,helsinki,1990
stora enso,basic materials,paper,helsinki,1998
suominen corporation,consumer goods,clothing & accessories,helsinki,1898
supercell,technology,software,helsinki,2010
suunto,consumer goods,recreational services,vantaa,1936
talvivaara mining company,basic materials,nonferrous metals,espoo,2004
tieto,technology,software,helsinki,1968
tikkurila,basic materials,commodity chemicals,vantaa,1862
upm-kymmene,basic materials,paper,helsinki,1996
vacon,industrials,electrical components & equipment,vaasa,1993
vaisala,technology,software,vantaa,1936
valio,consumer goods,food products,helsinki,1905
valmet automotive,consumer goods,automobiles,uusikaupunki,1968
valmet,industrials,industrial machinery,espoo,2013
valtra,industrials,commercial vehicles & trucks,aanekoski,1951
verkkokauppacom,consumer services,broadline retailers,helsinki,1992
viking line,industrials,marine transportation,mariehamn,1963
vr,industrials,railroads,helsinki,1862
wartsila,industrials,electronic equipment,helsinki,1834
a le coq,consumer goods,brewers,tartu,1807
airest,consumer services,airlines,tallinn,2002
alexela,oil & gas,exploration & production,tallinn,1990
aqris,technology,software,tallinn,1999
as starman,telecommunications,fixed line telecommunications,tallinn,1992
avies,consumer services,airlines,tallinn,1991
baltika group,consumer services,apparel retailers,tallinn,1928
blrt grupp,industrials,commercial vehicles & trucks,tallinn,1912
bolt,technology,transportation,tallinn,2013
copterline,consumer services,airlines,tallinn,2010
eesti energia,utilities,conventional electricity,tallinn,1939
eesti gaas,utilities,gas distribution,tallinn,1990
eesti raudtee,industrials,railroads,tallinn,1992
elering,utilities,conventional electricity,tallinn,1998
elron,consumer services,travel & tourism,tallinn,1998
enefit kaevandused,basic materials,general mining,johvi,1945
enefit solutions,industrials,business support services,johvi,1959
enimex,consumer services,airlines,tallinn,1994
estdomains,technology,internet,tartu,
estonia piano factory,consumer goods,recreational products,tallinn,1950
estonian record productions,consumer services,broadcasting & entertainment,tallinn,2001
fortumo,financials,financial services,tartu,2007
gorail,consumer services,travel & tourism,tallinn,1998
kalev,consumer goods,food products,lehmja,1806
liviko,consumer goods,distillers & vintners,tallinn,1898
moonwalk records,consumer services,broadcasting & entertainment,tallinn,2005
narva oil plant,oil & gas,exploration & production,auvere,1980
nortal,technology,software,tallinn,2000
olerex,consumer services,specialty retailers,tartu,1994
omniva,logistics,delivery services,tallinn,1638
publishing house ersen,consumer services,publishing,tallinn,
quattromed,health care,biotechnology,tartu,1999
rakvere lihakombinaat,consumer goods,food products,roodevalja,1890
saaremaa shipping company,industrials,marine transportation,kuressaare,1992
saku brewery,consumer goods,brewers,saku,1820
seb pank,financials,banks,tallinn,2008
selver,consumer services,food retailers & wholesalers,tallinn,1995
sky media group,consumer services,broadcasting & entertainment,tallinn,1995
smartpost,industrials,delivery services,tallinn,2006
stv,consumer services,broadcasting & entertainment,tallinn,1991
tallink,industrials,marine transportation,tallinn,1989
tallinna linnatranspordi as,consumer services,travel & tourism,tallinn,1991
tanapaev,consumer services,publishing,tallinn,1999
tartu mill,consumer goods,food products,tartu,2000
telia eesti,telecommunications,fixed line telecommunications,tallinn,1993
tondi elektroonika,industrials,electronic equipment,tallinn,1959
topten,consumer services,broadcasting & entertainment,tallinn,
ulemiste keskus,consumer services,broadline retailers,tallinn,
varrak,consumer services,publishing,tallinn,1991
viru keemia grupp,oil & gas,exploration & production,kohtla-jarve,1924
vkg elektrivorgud,utilities,conventional electricity,narva,1993
zeroturnaround,technology,software,tartu,2007
alectia,industrials,business support services,virum,1912
alk-abello,health care,pharmaceuticals,hrsholm,1923
aller media,consumer services,publishing,copenhagen,1873
alm brand,financials,full line insurance,copenhagen,1792
ambu,health care,medical equipment,copenhagen,1937
arkitema architects,industrials,business support services,aarhus,1969
arla foods,consumer goods,food products,viby j,2000
arp-hansen hotel group,consumer services,hotels,copenhagen,1959
bang & olufsen,consumer goods,consumer electronics,struer,1925
bestseller a/s,consumer goods,clothing & accessories,brande,1975
bjarke ingels group,industrials,business support services,copenhagen,2005
boconcept,consumer services,specialty retailers,herning,1952
brdrene hartmann,industrials,containers & packaging,gentofte,1917
c f mller architects,industrials,business support services,aarhus,1922
carlsberg group,consumer goods,brewers,copenhagen,1847
cembrit,industrials,building materials & fixtures,aalborg,1927
chr hansen,consumer goods,food products,hrsholm,1874
cobe architects,industrials,business support services,copenhagen,2005
coloplast,health care,medical equipment,fredensborg,1957
coop amba,consumer services,food retailers & wholesalers,copenhagen,1896
copenhagen airport,industrials,transportation services,copenhagen,1925
co-ro food,consumer goods,food products,frederikssund,1942
cowex,technology,software,gentofte,1992
cowi a/s,industrials,business support services,kongens lyngby,1930
daloon,consumer goods,food products,nyborg,1960
d/s norden,industrials,marine transportation,hellerup,1871
dampskibsselskabet torm,industrials,marine transportation,copenhagen,1889
danfoss,industrials,industrial machinery,nordborg,1933
danisco,health care,biotechnology,copenhagen,1989
danish agro,industrials,industrial machinery,karise,1901
danish crown amba,consumer goods,food products,randers,1998
dansk supermarked,consumer services,broadline retailers,hjbjerg,1964
danske bank,financials,banks,copenhagen,1871
dantherm,industrials,industrial machinery,skive,1958
dfds,industrials,marine transportation,copenhagen,1866
dissingweitling,industrials,business support services,copenhagen,1971
dlf,consumer goods,farming & fishing,roskilde,1906
dsb,industrials,railroads,copenhagen,1885
dsv,industrials,delivery services,hedehusene,1976
dt group,industrials,building materials & fixtures,copenhagen,1896
ecco,consumer goods,footwear,bredebro,1963
egmont group,consumer services,publishing,copenhagen,1878
falck,health care,health care providers,copenhagen,1906
flsmidth,industrials,industrial machinery,copenhagen,1882
flying tiger copenhagen,consumer services,braodline retailers,copenhagen,1995
foss a/s,industrials,business support services,hillerd,1956
global risk management,industrials,business support services,middelfart,2004
gn store nord,health care,health care providers,ballerup,1869
grundfos,industrials,industrial machinery,bjerringbro,1945
gryphon audio designs,consumer goods,consumer electronics,ry,1985
haldor topsoe,basic materials,specialty chemicals,copenhagen,1940
hempel group,basic materials,specialty chemicals,lyngby-taarbk,1915
henning larsen architects,industrials,business support services,copenhagen,1959
house of amber,consumer goods,clothing & accessories,copenhagen,1933
hummel,consumer goods,clothing & accessories,aarhus,1923
ic group,consumer goods,clothing & accessories,copenhagen,2001
io interactive,technology,software,copenhagen,1990
iss a/s,industrials,business support services,copenhagen,1901
jet time,consumer services,airlines,copenhagen,2006
jorgensen engineering,industrials,business support services,odense,1933
jysk,consumer services,specialty retailers,aarhus,1979
jyske bank,financials,banks,silkeborg,1967
kemp & lauritzen,industrials,business support services,copenhagen,1882
kopenhagen fur,consumer goods,clothing & accessories,copenhagen,1930
lastobject,consumer goods,personal products,copenhagen,2016
leo pharma,health care,pharmaceuticals,copenhagen,1908
lm glasfiber,industrials,industrial machinery,lunderskov,1940
louis poulsen,industrials,building materials & fixtures,copenhagen,1874
lundbeck,health care,pharmaceuticals,copenhagen,1915
lundgaard & tranberg,industrials,business support services,copenhagen,1983
maersk,conglomerates,ocean and inland freight transportation,copenhagen,1904
martin professional,industrials,building materials & fixtures,aarhus,1987
matas,consumer services,drug retailers,allerd,1949
netcompany,technology,software,copenhagen,1999
nkt holding,conglomerates,-,copenhagen,1891
nnit,technology,software,gladsaxe,1994
nordic adult entertainment,consumer goods,recreational products,copenhagen,1972
nordisk film,consumer services,broadcasting & entertainment,copenhagen,1906
north media,consumer services,publishing,gladsaxe,1978
north sea capital,financials,financial services,copenhagen,2001
novo nordisk,health care,pharmaceuticals,copenhagen,1923
novozymes,health care,biotechnology,copenhagen,2000
nykredit,financials,financial services,copenhagen,1985
rsted,utilities,conventional electricity,fredericia,2006
parken sport & entertainment,consumer services,recreational services,copenhagen,1992
pharma nord,health care,pharmaceuticals,vejle,1981
pharmacosmos,health care,pharmaceuticals,holbk,1965
phase one,consumer goods,recreational products,copenhagen,1993
plesner,industrials,business support services,copenhagen,1918
post danmark,industrials,delivery services,copenhagen,1624
ramboll,industrials,business support services,copenhagen,1945
roskilde forsyning,utilities,conventional electricity,roskilde,2000
royal copenhagen,consumer goods,durable household products,copenhagen,1775
royal unibrew,consumer goods,brewers,faxe,1989
sampension,financials,asset managers,copenhagen,1945
santa fe group,industrials,logistics,copenhagen,1897
saxo bank,financials,banks,copenhagen,1992
scandinavian tobacco group,consumer goods,tobacco,copenhagen,1961
schmidt hammer lassen,industrials,business support services,copenhagen,1986
select sport,consumer goods,recreational products,copenhagen,1947
simonsen & weel,health care,medical equipment,vallensbk,1817
stylepit,consumer services,apparel retailers,copenhagen,2000
stibo,technology,enterprise software,arhus,1794
tdc a/s,telecommunications,fixed line telecommunications,copenhagen,1879
terma a/s,industrials,aerospace,lystrup,1949
the lego group,consumer goods,toys,billund,1932
